wage,earnwke,uhours,age,educ,female
16.7,668,40,62,40,1
72.11525,2884.61,40,40,46,0
13.825,553,40,41,43,1
38.45,1538,40,45,45,0
33.65375,1346.15,40,42,44,1
27,1080,40,35,44,1
11.11111111111111,500,45,25,43,0
36.0575,1442.3,40,32,43,1
38.760000000000005,1550.4,40,38,39,0
19.23075,769.23,40,53,39,0
39.90375,1596.15,40,50,43,1
43.269,1730.76,40,44,43,0
21.6345,865.38,40,30,43,1
19.2306,961.53,50,31,43,0
34,1292,38,61,41,0
28.269,1130.76,40,32,44,1
20.09090909090909,884,44,47,39,1
15.6,624,40,24,39,0
53.846000000000004,2692.3,50,48,43,0
48.07683333333333,2884.61,60,50,43,0
18,900,50,21,40,1
18.02,864.96,48,27,40,1
26,1300,50,35,40,0
25,1000,40,53,46,1
46.6345,1865.38,40,49,43,1
18.75,750,40,27,41,1
10,400,40,22,35,1
10,350,35,46,34,0
24.75,990,40,24,43,0
22.5,810,36,27,41,1
8,320,40,27,40,1
15,600,40,51,39,1
20.2,808,40,49,40,1
39.75,1590,40,46,43,0
64.10244444444444,2884.61,45,53,43,0
38.4614,1923.07,50,27,43,0
28.825,1153,40,33,43,0
15,600,40,36,42,0
26.44225,1057.69,40,49,40,0
22.11525,884.61,40,28,43,1
20.86,834.4,40,30,40,0
15,600,40,45,39,1
18.75,750,40,53,33,0
8,320,40,38,39,0
15.44186046511628,664,43,34,43,1
8.5,425,50,21,35,1
22.5,900,40,31,43,1
12.727272727272727,700,55,34,39,0
24,960,40,61,46,0
12.5,500,40,40,39,0
10.81081081081081,400,37,34,37,1
35.46,1418.4,40,51,40,0
14,560,40,39,43,0
24.9,896.4,36,50,43,0
9.3,372,40,24,39,0
7.5,262.5,35,26,43,0
16,640,40,25,42,1
20,800,40,31,43,1
24.025,961,40,36,40,0
25,1000,40,37,39,0
13,520,40,44,40,1
12,480,40,33,39,0
12,480,40,42,36,1
8.75,350,40,40,36,0
19,760,40,30,37,0
16.0255,961.53,60,29,45,0
16.666666666666668,1000,60,28,45,1
38.4615,2307.69,60,30,43,0
40.865249999999996,1634.61,40,38,43,1
20.19225,807.69,40,40,43,0
72.11525,2884.61,40,52,43,0
34.2306,1711.53,50,50,44,0
27.6922,1384.61,50,49,44,1
17.2,688,40,59,40,1
10.3,412,40,64,37,1
9,360,40,18,37,1
25,1000,40,40,44,0
12,480,40,56,44,1
25.9615,1038.46,40,32,40,0
9.35,374,40,44,40,1
14.5,580,40,50,32,0
12.819999999999999,512.8,40,30,40,1
12.819999999999999,512.8,40,30,40,1
19.644444444444446,884,45,28,43,0
9.61525,384.61,40,19,40,1
12.019,480.76,40,19,39,0
15,600,40,58,39,0
20.216666666666665,909.75,45,56,40,1
10,400,40,23,39,0
19,950,50,44,43,0
13.221,528.84,40,60,43,0
25,1000,40,58,42,1
15.277777777777779,550,36,48,42,0
8.75,350,40,35,42,1
72.11525,2884.61,40,62,41,0
20.19225,807.69,40,63,39,0
14.914444444444444,671.15,45,50,40,1
38.94225,1557.69,40,43,40,0
10,350,35,26,37,0
18.269,730.76,40,30,40,0
13.461500000000001,538.46,40,29,39,1
4.8,192,40,21,43,1
12.42,496.8,40,61,43,0
11.666666666666666,700,60,41,40,0
12,480,40,34,39,1
36,1440,40,33,46,0
43.269,1730.76,40,44,43,0
12.019,480.76,40,47,43,1
17.25,672.75,39,64,37,1
50,2000,40,54,39,0
19.23075,769.23,40,52,40,0
16.82675,673.07,40,48,44,1
26.25,1050,40,38,42,0
23.125,925,40,38,42,1
33.4614,1673.07,50,33,43,0
48.07683333333333,2884.61,60,61,46,0
36.53825,1461.53,40,28,39,0
30.7692,1538.46,50,36,43,1
25.640888888888888,1153.84,45,36,46,1
16.48333333333333,692.3,42,23,43,1
57.69225,2307.69,40,23,41,0
12.5,500,40,48,36,0
24.025,961,40,47,41,1
49.03825,1961.53,40,33,44,0
8,320,40,19,39,0
57.11525,2284.61,40,49,44,1
31.2,1248,40,34,40,0
29.82,1073.52,36,29,43,1
38.11181818181819,2096.15,55,36,43,0
46.153800000000004,2307.69,50,53,46,1
40.064,2403.84,60,53,46,0
18.75,750,40,53,40,1
40.3845,1615.38,40,59,43,0
18.75,750,40,22,43,0
20,800,40,39,40,0
17.77777777777778,800,45,55,40,0
12.5,500,40,22,39,0
7.384600000000001,369.23,50,24,43,1
34.1345,1365.38,40,55,44,1
72.11525,2884.61,40,54,46,0
26.44225,1057.69,40,54,41,0
15.6,624,40,22,41,0
9,360,40,21,39,0
10,400,40,22,39,0
16.4,656,40,61,40,0
18.269,730.76,40,47,42,1
34.125,1365,40,48,39,0
34.125,1365,40,60,44,1
25.63888888888889,1846,72,22,39,0
29.08695652173913,1338,46,18,39,1
18.269,730.76,40,53,37,1
19.23075,769.23,40,54,40,1
8.81388888888889,317.3,36,34,44,1
26.425,1057,40,52,39,0
25.95,1038,40,30,40,0
13.88888888888889,500,36,25,43,0
9.23075,369.23,40,38,41,0
19.5,780,40,61,39,0
16.7,668,40,60,39,1
64.10244444444444,2884.61,45,56,46,0
35.1,1755,50,39,43,0
21.36733333333333,961.53,45,31,43,1
16.259999999999998,650.4,40,24,40,1
24.038249999999998,961.53,40,47,42,1
16.025555555555556,576.92,36,62,43,1
48.07675,1923.07,40,58,46,0
19.23075,769.23,40,61,44,1
9,360,40,33,39,1
27.5,1100,40,42,41,0
21.6345,865.38,40,41,40,0
34.333333333333336,1442,42,25,44,1
17.75,887.5,50,31,43,0
23.61111111111111,850,36,35,42,1
17,680,40,35,43,0
17.11,684.4,40,55,43,0
11.525,461,40,54,44,1
10,400,40,55,40,0
9,360,40,59,38,1
10,400,40,27,36,0
25,1050,42,44,42,1
19.082692307692305,992.3,52,50,43,0
10,400,40,56,39,0
21.15375,846.15,40,33,43,1
26.44225,1057.69,40,38,43,0
16.666666666666668,600,36,48,39,1
27.6922,1384.61,50,50,43,0
3.75,150,40,59,43,1
62.5,2500,40,61,46,0
18.162222222222223,817.3,45,32,43,0
29.363636363636363,1615,55,37,39,0
32.2115,1288.46,40,47,46,0
11,440,40,29,43,0
46.625,1865,40,42,43,1
34.6,1384,40,45,43,0
29.807499999999997,1192.3,40,46,44,0
15.575,623,40,34,44,0
19.1875,767.5,40,57,39,1
14,560,40,53,39,1
25,1250,50,46,43,0
18.675,747,40,29,43,1
9.25,370,40,59,40,0
11.03896103896104,850,77,45,41,1
10.75,387,36,40,43,0
13,520,40,40,43,1
34.125,1365,40,64,39,0
45.19225,1807.69,40,32,43,1
43.269,1730.76,40,38,44,1
25,1500,60,62,39,0
37.5,1500,40,42,43,0
10.1375,405.5,40,56,35,0
20.8125,832.5,40,24,44,1
32.2,1288,40,57,44,0
27.68,1384,50,49,43,0
22,792,36,49,43,1
37.5,1500,40,45,43,0
13.461500000000001,538.46,40,47,45,0
18.25,730,40,50,39,1
40.38,2019,50,58,39,0
14.285714285714286,1000,70,31,41,0
20.25,1215,60,31,40,0
48.075,1923,40,54,41,0
11.525,461,40,59,40,1
25.5768,1278.84,50,35,43,0
20,800,40,38,39,0
27.080000000000002,1083.2,40,30,39,0
20.862000000000002,834.48,40,49,40,0
48.07683333333333,2884.61,60,42,46,0
30,1200,40,33,43,1
10,400,40,25,40,0
12.5,500,40,52,39,0
8.75,350,40,40,39,1
19.779999999999998,692.3,35,35,43,1
17.201944444444443,1238.54,72,25,39,0
15.5,620,40,34,43,0
33.974222222222224,1528.84,45,64,44,0
50,2000,40,51,39,0
14,560,40,46,39,1
14,700,50,50,41,1
7.777777777777778,280,36,56,37,1
22.11525,884.61,40,29,43,0
25,1000,40,26,42,1
13.2646,663.23,50,35,42,0
15,600,40,42,39,1
46.14,2307,50,46,45,1
15,600,40,33,40,0
11,440,40,27,43,0
15.5,620,40,37,43,1
12.157894736842104,462,38,31,43,0
10,500,50,29,36,0
30.155555555555555,1357,45,29,43,0
10,400,40,26,41,0
9.35,374,40,42,42,1
26.923000000000002,1346.15,50,27,41,1
57.6922,2884.61,50,33,43,0
18,810,45,28,43,0
20,800,40,24,39,0
23.846,1192.3,50,33,40,0
14.46,506.1,35,26,39,1
9.35,374,40,54,39,1
31.25,1250,40,35,43,0
43.25,1730,40,35,44,1
28.461399999999998,1423.07,50,31,43,1
35.7692,1788.46,50,31,43,0
9.68888888888889,348.8,36,60,40,0
18.75,750,40,52,39,0
25,1500,60,43,45,0
10,400,40,20,40,1
8.241714285714286,576.92,70,34,46,0
15.555555555555555,700,45,40,43,0
5.8,232,40,49,43,1
7.5,300,40,33,43,1
14.957111111111113,673.07,45,25,44,1
33.333333333333336,1500,45,50,43,1
57.6922,2884.61,50,51,43,0
19.23075,769.23,40,22,43,1
15.575,623,40,27,44,0
15.375,615,40,46,39,0
20.19225,807.69,40,27,44,1
64.10244444444444,2884.61,45,47,43,0
23.18,1159,50,26,44,1
15.38,769,50,24,43,0
16,640,40,54,41,0
10,430,43,52,39,1
20.84125,833.65,40,27,40,0
37.60666666666667,1692.3,45,56,40,0
60.096000000000004,2403.84,40,48,44,1
36.0575,1442.3,40,48,44,0
42,1680,40,41,43,0
25.75,1030,40,36,44,1
9.2,368,40,22,39,1
8.5,297.5,35,21,37,0
27.916666666666668,1340,48,39,40,0
41.2,1648,40,56,41,1
11,440,40,56,40,0
9,360,40,48,38,1
31.940545454545454,1756.73,55,29,43,0
13.91,625.95,45,48,39,1
20,800,40,36,39,0
25.641000000000002,1538.46,60,49,44,0
7.5,300,40,28,43,0
34.6,1384,40,46,43,0
40.85,1634,40,46,43,1
25.7625,1030.5,40,50,44,1
31.73075,1269.23,40,47,39,0
40.85,1634,40,32,39,1
25,1000,40,41,39,0
35.075,1403,40,25,39,0
12.5,500,40,37,39,0
20,800,40,54,39,1
18.75,750,40,44,38,0
28.845999999999997,1153.84,40,54,42,1
37.5,1500,40,43,43,0
31.25,1250,40,48,43,1
15.5,620,40,32,43,1
15.5,620,40,32,44,1
38.846,1942.3,50,50,44,0
24.519,980.76,40,44,43,1
27.47242857142857,1923.07,70,61,40,0
13,494,38,59,42,1
20,800,40,43,39,1
39.90375,1596.15,40,40,42,1
15,750,50,36,44,0
43.25,1730,40,35,44,1
21.15,846,40,29,43,1
42,1680,40,42,44,0
26.425,1057,40,40,43,0
21.25,850,40,35,40,1
24.025,961,40,27,43,0
5.428571428571429,190,35,33,39,1
13.636363636363637,750,55,45,43,0
37,1480,40,38,39,0
52.8845,2115.38,40,48,44,0
57.6922,2884.61,50,61,44,0
22.1,884,40,33,44,1
25,1250,50,62,40,0
15,600,40,55,40,1
16.533333333333335,992,60,55,46,0
41.208571428571425,1442.3,35,46,44,0
38.57142857142857,1350,35,51,46,0
45.6,1596,35,45,43,1
72.11525,2884.61,40,48,42,1
14,588,42,35,39,0
30,1200,40,41,43,0
25,1000,40,32,44,1
24.038249999999998,961.53,40,33,43,0
17.3076,865.38,50,57,43,0
10,400,40,49,40,1
23.488888888888887,1057,45,52,40,0
12.5,500,40,48,39,0
43.25,1730,40,45,43,1
57.6922,2884.61,50,50,44,0
22.649555555555555,1019.23,45,53,43,1
30.219714285714286,1057.69,35,54,44,0
13.7,493.2,36,46,41,1
13.75,495,36,56,39,0
43.75,1750,40,31,43,0
25.5,1020,40,58,40,1
48.07683333333333,2884.61,60,46,45,0
10,400,40,55,42,0
20.175,807,40,25,39,1
16.304347826086957,750,46,41,43,0
16.83,875.16,52,54,35,0
45.604285714285716,1596.15,35,53,44,1
48.07675,1923.07,40,55,44,0
40.20963636363637,2211.53,55,45,43,0
16.625,665,40,22,40,1
16.25,650,40,24,40,0
34.96490909090909,1923.07,55,49,44,1
44.37861538461539,2884.61,65,38,43,1
38.960857142857144,1363.63,35,60,43,1
25,1000,40,32,40,1
62.5,2500,40,62,40,1
33.65375,1346.15,40,56,40,1
15.375,615,40,28,42,1
20.825,833,40,29,39,0
26.425,1057,40,46,43,0
33.173,1326.92,40,46,42,1
20,800,40,42,39,1
16,640,40,42,39,0
48.07683333333333,2884.61,60,49,44,0
35.2,1760,50,60,40,0
39.0625,1562.5,40,55,40,1
42.6135,1704.54,40,33,46,1
32.05116666666667,1923.07,60,37,44,0
11.525,461,40,54,37,1
11.25,450,40,55,40,0
57.69225,2307.69,40,50,44,0
21.75,870,40,45,43,1
19.2306,961.53,50,24,43,0
25,1000,40,37,39,0
15,600,40,39,41,1
33.89473684210526,1288,38,57,39,1
32.675,1307,40,57,39,0
34,1224,36,31,43,1
66,2640,40,30,43,0
16.333333333333332,980,60,59,40,1
20,800,40,27,41,0
52.44745454545455,2884.61,55,63,44,1
36.8,1288,35,58,40,1
15,600,40,61,39,1
20,800,40,52,42,1
50,2000,40,59,43,1
34.125,1365,40,60,41,0
26.923000000000002,1076.92,40,61,37,0
28.365249999999996,1134.61,40,49,46,1
28.846,1730.76,60,54,39,0
43.269,1730.76,40,52,40,1
20,800,40,52,39,0
49.14511111111111,2211.53,45,60,43,0
28.845999999999997,1153.84,40,57,39,1
20.673,826.92,40,25,44,1
57.675,2307,40,50,44,0
15,600,40,48,40,1
18.518444444444444,833.33,45,21,43,1
33.97,1698.5,50,46,45,1
25,1250,50,49,40,0
18.257142857142856,1278,70,52,43,0
20.19225,807.69,40,24,39,1
57.675,2307,40,46,43,0
36.923,1846.15,50,63,44,1
25.5,1020,40,63,39,1
7.666666666666667,276,36,38,39,0
28.825,1153,40,42,42,1
34.615249999999996,1384.61,40,34,44,0
34.340535714285714,1923.07,56,58,41,0
26.923000000000002,1076.92,40,55,40,1
26.125,1045,40,31,40,1
12,480,40,24,39,0
9.61525,384.61,40,45,39,1
21.36733333333333,961.53,45,46,39,0
11.96577777777778,538.46,45,23,42,1
35.1,1404,40,45,43,1
45,1800,40,63,42,0
48.075,1923,40,44,39,0
20,800,40,45,39,1
20.86,834.4,40,27,39,0
12,480,40,25,41,1
11.875,475,40,40,40,1
13,520,40,42,40,0
15,600,40,63,40,0
36.1,1444,40,39,39,0
9.6152,480.76,50,37,43,1
27.5,1100,40,40,40,0
23.488888888888887,1057,45,47,39,0
52.8845,2115.38,40,57,43,0
22,880,40,45,43,0
8.65,346,40,51,39,1
21.630000000000003,865.2,40,32,42,0
64.10244444444444,2884.61,45,43,43,0
34.125,1365,40,58,39,0
19.225,769,40,52,39,1
20.85,834,40,44,39,0
9,360,40,23,43,0
36.8,1288,35,56,41,1
30.76911111111111,1384.61,45,59,43,1
37.019,1480.76,40,53,39,0
14.422999999999998,576.92,40,47,40,1
38.84,1942,50,47,44,0
16,640,40,63,39,1
43.75,1750,40,49,44,1
35.425000000000004,1346.15,38,51,39,0
21.25,850,40,36,39,1
15,600,40,33,39,0
8.25,288.75,35,58,39,1
12.5,500,40,52,39,0
52.875,2115,40,59,43,0
20,800,40,50,36,0
8.5,340,40,42,36,1
25.5,1020,40,50,37,0
15.375,615,40,47,39,0
12.5,500,40,53,39,0
18.4614,923.07,50,37,44,0
26.495555555555555,1192.3,45,35,44,1
12.5,500,40,53,36,0
26,1300,50,49,40,0
35.769,1430.76,40,47,44,0
18.5,740,40,52,41,0
31.25,1250,40,52,39,1
31.25,1250,40,48,41,1
11.05,442,40,41,39,1
8.791190476190476,369.23,42,50,39,1
25,1000,40,59,43,1
15.789473684210526,600,38,45,39,0
12.93690909090909,711.53,55,56,39,1
9,324,36,23,39,1
44.1925,1767.7,40,26,39,0
17,680,40,39,45,0
51.923,2076.92,40,29,43,0
23.683500000000002,947.34,40,27,36,0
11.57,462.8,40,26,37,1
16.346153846153847,1062.5,65,55,39,0
18.75,750,40,44,39,0
25,1000,40,34,39,0
11.875,475,40,46,40,1
25,1000,40,32,43,0
19.44225,777.69,40,33,43,1
25,1000,40,40,39,0
8,320,40,38,39,0
16.25,650,40,39,39,1
37.5,1500,40,54,39,0
24.038249999999998,961.53,40,47,43,1
26.44225,1057.69,40,31,43,0
15.86525,634.61,40,27,43,1
32.05116666666667,1923.07,60,48,43,0
25,1000,40,55,39,1
12.675,507,40,23,42,0
52.625,2105,40,61,44,1
12.820277777777777,461.53,36,50,39,1
12.019,480.76,40,38,41,0
28,1120,40,52,40,1
17.2,688,40,57,42,1
20,800,40,59,43,1
13,520,40,60,39,0
36.0575,1442.3,40,29,43,1
13.6,476,35,60,39,1
24.725142857142856,865.38,35,56,40,1
24.85125,994.05,40,33,40,0
8,320,40,31,40,1
57.6922,2884.61,50,63,43,0
17.5,700,40,30,44,1
33.96,1698,50,54,44,1
9.6,576,60,32,44,0
12,480,40,23,40,0
48.07675,1923.07,40,48,43,1
23.076923076923077,1200,52,28,40,0
20.34019230769231,1057.69,52,30,40,0
34.6152,1730.76,50,56,43,1
9.428571428571429,330,35,35,40,1
32.05122222222222,2884.61,90,50,44,0
72.11525,2884.61,40,45,43,1
24,1200,50,32,39,0
20.242894736842107,769.23,38,29,43,0
17.3076,865.38,50,24,40,1
28.845999999999997,1153.84,40,63,40,1
27.403750000000002,1096.15,40,29,44,1
13.5,540,40,27,43,0
18.75,750,40,54,40,1
8.571428571428571,300,35,30,35,0
16.875,675,40,58,40,1
31.25,1250,40,35,43,1
11.5,425.5,37,42,43,1
10,400,40,28,42,1
18.86,754.4,40,54,39,1
37.5,1500,40,49,43,1
14.071219512195121,576.92,41,63,39,0
35,1400,40,55,39,0
16,768,48,40,40,1
14.35,574,40,53,39,0
17.05,682,40,46,44,1
40.3845,1615.38,40,40,40,0
51.25,2050,40,42,43,1
21.625,865,40,44,40,0
27.5,1100,40,57,39,1
17,680,40,56,42,0
34.125,1365,40,60,40,0
27.77777777777778,1250,45,47,41,1
10,400,40,60,41,1
10.1,404,40,38,39,0
9,360,40,36,34,1
17.5,875,50,48,43,0
49.5,1980,40,48,40,1
57.68,2884,50,51,43,0
57.68,2884,50,51,43,0
9.210526315789474,350,38,52,40,1
12.5,500,40,52,39,0
8.5,340,40,39,33,0
32,1280,40,59,39,0
13.5,675,50,31,39,0
26.923000000000002,1346.15,50,29,44,1
22.77315789473684,865.38,38,29,43,0
8,320,40,28,42,1
27.5,1100,40,57,39,1
38.21775,1528.71,40,55,39,0
20,800,40,44,39,1
16,640,40,36,38,0
17.307499999999997,692.3,40,26,43,1
29.72972972972973,1100,37,32,44,1
20,800,40,32,39,0
30.76911111111111,1384.61,45,25,44,0
18.5,740,40,37,40,1
15,600,40,45,41,1
